0min,NaNmin,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
0,NaN,0,0,5,29,0,21,9,17,11,8,2,0,0,0,NaN
0,NaN,0,0,3,0,25,60,11,35,4,11,15,0,1,0,NaN
0,NaN,0,0,0,28,4,0,84,20,0,0,0,0,0,0,NaN
0,NaN,0,0,0,21,0,47,14,0,18,30,0,0,0,0,NaN
0,NaN,0,0,0,0,40,80,7,42,4,1,0,0,0,0,NaN
0,NaN,0,0,0,7,3,17,24,38,0,0,1,0,0,0,NaN
0,NaN,0,0,0,0,23,4,8,57,14,13,2,0,0,0,NaN
0,NaN,0,0,1,2,1,4,28,8,0,4,0,0,0,1,NaN
0,NaN,0,0,0,0,71,6,38,41,22,1,4,2,1,0,NaN
0,NaN,0,0,0,0,17,56,34,0,14,14,0,1,3,0,NaN
0,NaN,0,0,0,15,0,6,3,0,42,14,0,0,0,0,NaN
0,NaN,0,0,0,10,68,78,53,4,1,27,3,0,0,0,NaN
0,NaN,0,0,1,17,4,47,15,5,0,6,1,0,0,0,NaN
0,NaN,0,0,0,8,12,0,24,30,7,2,0,0,0,0,NaN
0,NaN,0,0,1,4,19,0,12,0,15,4,4,0,0,0,NaN
0,NaN,0,0,0,8,0,20,20,14,5,3,0,0,0,0,NaN
0,NaN,0,0,0,3,3,63,2,23,20,0,3,0,1,0,NaN
0,NaN,0,0,0,11,57,21,7,30,20,1,0,0,0,0,NaN
0,NaN,0,0,0,15,29,11,23,18,21,13,0,0,0,0,NaN
0,NaN,0,0,0,1,0,35,0,0,0,5,0,1,0,0,NaN
0,NaN,0,0,0,0,33,26,27,4,64,0,0,0,0,0,NaN
0,NaN,0,0,0,0,2,4,49,14,0,1,1,1,0,0,NaN
0,NaN,0,0,0,4,7,4,10,91,0,0,1,0,0,0,NaN
0,NaN,0,0,3,9,2,15,93,47,16,4,0,0,0,0,NaN
0,NaN,0,0,0,16,29,14,71,17,14,0,33,7,0,0,NaN
0,NaN,0,0,0,0,73,49,0,28,27,4,12,0,0,0,NaN
0,NaN,0,0,0,4,0,13,0,6,3,3,1,0,0,0,NaN
0,NaN,0,0,0,0,50,31,63,35,1,1,1,0,0,0,NaN
0,NaN,0,0,1,12,0,0,20,0,10,2,1,0,0,0,NaN
0,NaN,0,0,0,10,30,64,127,30,14,0,1,0,0,0,NaN
0,NaN,0,0,0,0,0,19,41,23,18,0,0,0,0,0,NaN
0,NaN,0,0,0,0,0,3,1,1,18,4,3,0,0,0,NaN
0,NaN,0,5,0,8,18,61,60,53,41,0,1,0,0,0,NaN
0,NaN,0,0,7,0,0,2,83,44,7,5,5,0,0,0,NaN
0,NaN,0,0,0,7,0,7,100,99,62,0,1,0,0,1,NaN
0,NaN,0,0,1,13,10,17,75,12,33,0,4,0,0,0,NaN
0,NaN,0,0,1,4,0,15,32,31,15,1,0,0,0,0,NaN
0,NaN,0,0,1,0,28,1,52,0,7,7,0,0,0,0,NaN
0,NaN,0,0,1,6,26,36,7,0,18,4,2,0,0,0,NaN
0,NaN,0,0,0,1,0,12,48,1,90,1,1,0,0,0,NaN
0,NaN,0,0,0,0,0,3,118,41,26,8,0,0,0,0,NaN
0,NaN,0,0,0,12,34,30,82,0,19,4,0,0,0,0,NaN
0,NaN,0,0,0,0,41,13,29,47,1,1,3,0,0,0,NaN
0,NaN,0,0,0,18,1,13,28,0,0,8,1,0,0,0,NaN
0,NaN,0,0,0,13,22,6,75,15,4,21,0,0,0,0,NaN
0,NaN,0,0,1,1,22,21,61,18,48,1,5,1,0,0,NaN
0,NaN,0,0,0,12,42,0,30,36,18,37,2,1,0,0,NaN
0,NaN,0,0,0,27,1,21,147,54,24,0,0,4,0,0,NaN
0,NaN,0,0,0,11,0,0,20,45,8,0,3,0,0,0,NaN
0,NaN,0,0,7,2,31,42,86,55,0,9,0,0,0,0,NaN
0,NaN,0,0,0,2,24,0,72,1,19,7,1,1,0,0,NaN
0,NaN,0,0,0,0,37,14,96,0,8,1,24,0,0,0,NaN
0,NaN,0,0,0,0,0,21,118,59,0,0,0,0,0,0,NaN
0,NaN,0,0,1,10,3,32,58,3,72,15,1,0,0,0,NaN
0,NaN,0,0,0,12,72,0,88,87,0,0,0,0,1,0,NaN
0,NaN,0,0,0,17,1,0,1,107,47,2,1,0,0,0,NaN
0,NaN,0,0,0,5,29,54,26,15,55,0,0,0,0,0,NaN
0,NaN,0,0,0,21,0,22,130,79,15,1,0,0,0,0,NaN
0,NaN,0,0,1,20,6,16,88,62,25,5,3,3,0,0,NaN
0,NaN,0,0,0,15,0,36,62,32,18,0,2,0,0,0,NaN
0,NaN,0,0,0,0,0,40,72,82,10,4,9,2,0,0,NaN
0,NaN,0,0,0,0,2,0,12,57,26,0,0,0,0,0,NaN
0,NaN,0,0,1,2,10,9,103,32,17,0,0,1,0,0,NaN
0,NaN,0,0,0,1,55,13,67,40,8,41,0,1,1,0,NaN
0,NaN,0,0,1,4,0,8,35,41,15,5,0,0,0,0,NaN
0,NaN,0,0,0,9,2,10,74,5,0,8,3,0,0,0,NaN
0,NaN,0,0,0,6,0,0,25,42,88,14,0,1,0,0,NaN
0,NaN,0,0,0,0,0,0,58,37,49,9,1,0,0,0,NaN
0,NaN,0,0,0,0,0,40,37,25,1,0,7,0,0,0,NaN
0,NaN,0,0,0,13,33,70,59,25,4,4,2,0,0,0,NaN
0,NaN,0,0,0,1,8,60,73,30,44,0,0,2,0,0,NaN
0,NaN,0,0,0,32,23,103,35,52,16,0,1,0,0,0,NaN
0,NaN,0,0,0,6,15,9,47,5,25,18,0,1,0,0,NaN
0,NaN,0,0,0,17,28,0,22,87,67,2,8,0,0,0,NaN
0,NaN,0,0,0,24,26,0,0,57,1,26,0,1,0,0,NaN
0,NaN,0,0,0,0,2,0,84,25,0,0,0,0,0,0,NaN
0,NaN,0,0,0,0,29,22,60,73,102,4,2,0,0,0,NaN
0,NaN,0,0,1,3,0,32,20,50,49,0,1,0,0,0,NaN
0,NaN,0,0,0,0,0,42,105,33,23,6,7,0,0,0,NaN
0,NaN,0,0,0,11,39,10,36,41,24,0,2,1,0,0,NaN
0,NaN,0,0,1,2,32,9,36,71,46,13,0,0,0,0,NaN
0,NaN,0,0,0,20,38,11,30,36,1,0,7,1,0,0,NaN
0,NaN,0,0,0,0,13,2,35,66,8,15,4,0,0,0,NaN
0,NaN,0,0,0,0,14,14,31,30,12,15,2,0,0,0,NaN
0,NaN,0,0,0,0,24,33,0,49,69,0,0,0,0,0,NaN
0,NaN,0,0,0,7,49,20,64,13,66,0,0,0,0,0,NaN
0,NaN,0,0,0,4,10,0,60,28,19,10,0,0,0,0,NaN
0,NaN,0,0,0,0,5,1,66,72,48,1,2,0,0,1,NaN
0,NaN,0,0,0,1,0,14,2,56,0,0,2,0,0,0,NaN
0,NaN,0,0,0,0,7,5,45,28,7,26,3,4,0,0,NaN
0,NaN,0,0,0,8,13,41,67,25,20,2,0,0,0,0,NaN
0,NaN,0,0,0,12,4,0,5,15,56,0,0,1,0,0,NaN
0,NaN,0,0,0,0,0,24,68,21,52,2,1,3,0,0,NaN
0,NaN,0,0,0,0,1,14,55,29,13,10,0,0,0,0,NaN
0,NaN,0,0,0,12,18,57,55,96,71,0,1,0,0,0,NaN
0,NaN,0,0,0,1,7,40,43,32,0,0,1,0,0,0,NaN
0,NaN,0,0,1,15,1,34,55,7,16,0,2,0,1,0,NaN
0,NaN,0,0,1,9,43,61,69,0,1,4,0,0,0,0,NaN
0,NaN,0,0,0,18,19,20,76,27,9,0,3,0,0,0,NaN
0,NaN,0,0,0,2,31,86,51,7,45,5,0,0,0,0,NaN
0,NaN,0,0,0,0,0,15,24,66,20,12,2,0,0,0,NaN
0,NaN,0,0,1,0,0,33,103,97,13,3,0,0,0,0,NaN
0,NaN,0,1,0,0,1,0,84,101,67,0,0,0,0,0,NaN
0,NaN,0,0,0,1,14,53,35,0,38,3,2,0,0,0,NaN
0,NaN,0,0,1,0,58,50,38,0,43,1,5,0,0,0,NaN
0,NaN,0,0,0,24,53,13,0,0,9,0,6,0,0,0,NaN
0,NaN,0,0,0,7,0,21,103,55,58,0,15,0,0,0,NaN
0,NaN,0,0,0,0,35,49,42,13,4,49,2,0,0,0,NaN
0,NaN,0,0,0,13,0,0,33,0,39,1,3,0,0,0,NaN
0,NaN,0,0,0,16,16,27,128,0,0,1,0,1,0,0,NaN
0,NaN,0,0,0,1,4,59,91,29,35,0,1,0,0,0,NaN
0,NaN,0,0,0,0,38,0,59,26,12,2,4,0,0,0,NaN
0,NaN,0,0,0,0,23,0,69,56,28,1,0,1,0,0,NaN
0,NaN,0,0,3,6,6,44,44,78,19,14,0,1,0,0,NaN
0,NaN,0,0,0,0,14,4,24,0,11,9,5,0,0,1,NaN
0,NaN,0,0,0,1,27,59,2,26,11,0,0,0,0,0,NaN
0,NaN,0,0,0,2,0,47,36,58,0,2,0,2,0,0,NaN
0,NaN,0,0,0,1,0,41,17,46,11,2,6,0,0,0,NaN
0,NaN,0,0,1,0,1,0,32,23,40,6,4,0,0,0,NaN
0,NaN,0,0,0,12,37,18,68,6,0,34,2,0,0,0,NaN
0,NaN,0,0,1,0,0,41,51,49,20,6,4,3,0,0,NaN
0,NaN,0,0,0,2,1,16,126,23,16,2,0,1,0,6,NaN
0,NaN,0,0,0,0,0,15,55,36,14,0,6,0,0,25,NaN
0,NaN,0,0,0,0,26,12,22,36,48,9,1,1,0,0,NaN
0,NaN,0,0,2,3,5,1,0,127,44,1,6,0,0,0,NaN
0,NaN,0,0,0,8,0,4,39,53,38,0,2,1,1,0,NaN
0,NaN,0,0,0,0,0,0,63,0,11,0,0,1,0,0,NaN
0,NaN,0,0,0,5,1,45,13,50,14,1,0,0,0,0,NaN
0,NaN,0,0,0,12,3,0,56,23,0,37,0,2,0,0,NaN
0,NaN,0,0,1,0,2,49,28,12,1,0,0,0,0,0,NaN
0,NaN,0,0,4,1,19,14,1,23,0,7,2,0,0,0,NaN
0,NaN,0,0,0,1,4,59,53,3,12,10,0,0,0,0,NaN
0,NaN,0,0,8,10,35,39,47,0,0,18,0,0,0,0,NaN
0,NaN,0,0,0,0,5,19,71,64,0,6,1,0,0,0,NaN
0,NaN,0,0,0,4,16,10,1,0,28,0,2,0,0,0,NaN
0,NaN,0,0,0,0,29,16,42,14,5,6,0,0,0,0,NaN
0,NaN,0,0,1,1,16,1,8,0,0,3,3,2,0,0,NaN
0,NaN,0,0,0,0,0,11,32,26,6,0,17,0,0,0,NaN
0,NaN,0,0,0,1,0,17,45,4,63,0,2,0,1,0,NaN
0,NaN,0,0,4,7,0,43,23,39,8,19,3,0,0,0,NaN
0,NaN,0,0,4,0,0,34,36,31,14,12,1,0,0,0,NaN
0,NaN,0,0,0,2,0,29,12,56,63,0,0,0,0,0,NaN
0,NaN,0,0,0,3,6,18,8,29,6,0,5,5,0,0,NaN
0,NaN,0,0,0,10,27,20,9,0,18,1,1,0,0,0,NaN
0,NaN,0,0,0,0,8,40,41,28,56,12,25,0,0,0,NaN
0,NaN,0,0,0,0,0,69,64,49,12,40,5,0,0,1,NaN
0,NaN,0,0,4,1,9,61,55,39,3,9,3,0,0,0,NaN
0,NaN,0,0,1,0,24,0,25,5,12,0,10,0,0,0,NaN
0,NaN,0,0,0,0,0,7,23,13,23,6,0,0,0,0,NaN
0,NaN,0,0,0,0,41,19,65,46,24,5,0,0,0,0,NaN
0,NaN,0,0,0,0,0,36,79,37,30,2,1,3,0,0,NaN
0,NaN,0,0,1,40,7,17,12,33,1,2,2,0,0,0,NaN
0,NaN,0,2,0,7,0,60,14,0,25,1,0,0,0,0,NaN
0,NaN,0,0,13,1,3,27,44,78,16,12,0,0,0,0,NaN
0,NaN,0,0,1,1,14,10,1,0,3,3,16,0,0,0,NaN
0,NaN,0,0,2,3,25,32,1,45,0,8,0,0,1,0,NaN
0,NaN,0,0,0,3,11,15,18,44,4,2,3,0,0,0,NaN
0,NaN,0,0,0,1,0,38,0,64,57,0,1,1,0,1,NaN
0,NaN,0,0,1,0,0,11,53,33,1,0,0,0,0,0,NaN
0,NaN,1,0,0,0,15,0,49,22,0,0,5,1,0,0,NaN
0,NaN,0,0,8,4,12,72,37,71,14,0,2,0,0,0,NaN
0,NaN,0,0,1,3,26,11,42,55,10,3,1,0,0,0,NaN
0,NaN,0,0,0,1,0,20,46,16,31,3,2,0,0,0,NaN
0,NaN,0,0,2,1,11,42,30,29,13,0,0,1,0,0,NaN
0,NaN,0,0,2,0,76,76,71,34,0,0,3,0,0,0,NaN
0,NaN,0,0,0,12,0,21,31,17,1,0,4,0,0,0,NaN
0,NaN,25,0,0,0,0,26,42,31,2,7,2,1,0,0,NaN
0,NaN,1,0,5,10,6,13,26,56,26,8,0,0,0,0,NaN
0,NaN,0,0,0,0,0,2,17,71,5,0,12,0,0,0,NaN
0,NaN,0,0,0,0,0,39,1,30,1,3,0,0,0,0,NaN
0,NaN,0,0,0,2,41,38,32,4,0,0,1,0,0,0,NaN
0,NaN,0,0,0,15,3,14,0,11,31,7,0,1,0,0,NaN
0,NaN,9,0,1,0,22,7,28,51,16,0,0,0,1,0,NaN
0,NaN,0,0,0,0,0,1,112,0,18,1,1,0,0,0,NaN
0,NaN,0,0,0,16,3,4,0,53,0,4,0,0,0,0,NaN
0,NaN,0,0,0,25,15,23,65,17,6,4,0,0,0,0,NaN
0,NaN,0,1,6,0,0,0,43,0,31,3,7,0,0,0,NaN
0,NaN,0,0,0,1,9,47,1,0,49,1,0,0,1,0,NaN
0,NaN,0,0,0,0,0,9,0,14,11,1,0,1,0,0,NaN
0,NaN,0,0,0,0,67,0,92,19,24,0,0,0,0,0,NaN
0,NaN,0,0,0,0,9,15,53,70,27,7,0,0,0,0,NaN
0,NaN,0,7,1,12,0,48,128,79,38,0,0,1,0,0,NaN
0,NaN,0,0,1,16,0,0,70,22,9,0,1,0,0,0,NaN
0,NaN,0,0,0,24,13,61,40,32,62,6,0,0,0,0,NaN
0,NaN,0,0,0,1,45,0,30,50,11,0,0,0,0,0,NaN
0,NaN,0,0,0,0,4,34,56,25,25,14,2,0,0,0,NaN
0,NaN,0,0,1,10,3,47,31,89,2,1,8,0,0,0,NaN
0,NaN,0,0,0,0,38,40,32,138,51,3,0,0,0,0,NaN
0,NaN,0,0,0,15,10,0,132,65,17,24,0,0,0,0,NaN
